Year,Agency Name,Name of Donor (Individual or Firm),Value of Donation,Agency Category,Donation Type,Unique Identifier,Gender,Age,Education Level,Employment Status,Internet Access,Marital Status,Ethnicity,Location
2020,Health and Hospitals Corporation,Marco Tonazzi,10843.0,Health Services,Monetary Donation,DONOR_2241,Female,46.0,College,Full-Time,Yes,Married,White,Suburban
2020,Health and Hospitals Corporation,Julie Brandenburg,12125.0,Health Services,Monetary Donation,DONOR_2242,Female,51.0,Masters Level,Full-Time,Yes,Single,White,Urban
2020,Health and Hospitals Corporation,Kevin Schultz,14550.0,Health Services,Monetary Donation,DONOR_2243,Male,58.0,High School or Less,Part-Time,Yes,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,CDR - Theresa A. Gore,17460.0,Health Services,Monetary Donation,DONOR_2244,Female,24.0,Doctorate,Full-Time,Yes,Single,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,Jennifer Zuccarini,18009.99,Health Services,Monetary Donation,DONOR_2245,Male,35.0,High School or Less,Full-Time,No,Married,Other,Urban
2020,Health and Hospitals Corporation,William Crayon,19400.0,Health Services,Monetary Donation,DONOR_2246,Male,28.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Iris  Smith,20000.0,Health Services,Monetary Donation,DONOR_2247,Female,41.0,High School or Less,Full-Time,Yes,Divorced,White,Urban
2020,Health and Hospitals Corporation,Megan Schrecengost,20000.0,Health Services,Monetary Donation,DONOR_2248,Female,19.0,College,Full-Time,Yes,Married,Other,Urban
2020,Health and Hospitals Corporation,Elizabeth Strickler,24250.0,Health Services,Monetary Donation,DONOR_2249,Female,49.0,Masters Level,Full-Time,Yes,Single,Hispanic or Latino,Suburban
2020,Health and Hospitals Corporation,Simons Foundation,24250.0,Health Services,Monetary Donation,DONOR_2250,Female,21.0,College,Unemployed,Yes,Single,Black or African American,Urban
2020,Health and Hospitals Corporation,Paul and Donna Ullman,25000.0,Health Services,Monetary Donation,DONOR_2251,Female,32.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,Gratifood,5000.0,Health Services,In-Kind Donation,DONOR_2252,Female,20.0,College,Full-Time,Yes,Married,White,Rural
2020,Health and Hospitals Corporation,Harrys Italian,5000.0,Health Services,In-Kind Donation,DONOR_2253,Male,55.0,High School or Less,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Henry Schein and the American Dental Association,5000.0,Health Services,In-Kind Donation,DONOR_2254,Male,26.0,Masters Level,Full-Time,Yes,Single,Asian,Rural
2020,Health and Hospitals Corporation,Tunnels to Towers,5000.0,Health Services,In-Kind Donation,DONOR_2255,Female,51.0,High School or Less,Full-Time,No,Married,White,Urban
2020,Health and Hospitals Corporation,Melba's Restaurant,5260.0,Health Services,In-Kind Donation,DONOR_2256,Male,40.0,Masters Level,Full-Time,No,Single,White,Suburban
2020,Health and Hospitals Corporation,Sights on Health,5472.0,Health Services,In-Kind Donation,DONOR_2257,Male,20.0,Masters Level,Full-Time,No,Single,White,Urban
2020,Health and Hospitals Corporation,Hero Meals,5600.0,Health Services,In-Kind Donation,DONOR_2258,Male,26.0,High School or Less,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,e-Cycle,5677.0,Health Services,In-Kind Donation,DONOR_2259,Male,22.0,College,Full-Time,Yes,Single,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,Universal Content Productions (Film Industry Feeds the Front Lines),6000.0,Health Services,In-Kind Donation,DONOR_2260,Female,29.0,High School or Less,Full-Time,Yes,Single,Asian,Urban
2020,Health and Hospitals Corporation,Jonathan Ledoux,6162.0,Health Services,In-Kind Donation,DONOR_2261,Male,44.0,College,Full-Time,Yes,Single,Other,Urban
2020,Health and Hospitals Corporation,Citibike,6400.0,Health Services,In-Kind Donation,DONOR_2262,Male,30.0,College,Full-Time,Yes,Single,White,Suburban
2020,Health and Hospitals Corporation,Harrys Razors,6540.0,Health Services,In-Kind Donation,DONOR_2263,Male,27.0,College,Full-Time,No,Married,Asian,Urban
2020,Health and Hospitals Corporation,Illy,6700.0,Health Services,In-Kind Donation,DONOR_2264,Male,64.0,College,Full-Time,Yes,Single,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,"PepsiCo Foodserivce, Markeing Tools Specialist,
Pepsi Rewards+ /Beverage Agreement/ RIR",6962.0,Health Services,In-Kind Donation,DONOR_2265,Female,63.0,Doctorate,Full-Time,No,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,Dianond Braces,7000.0,Health Services,In-Kind Donation,DONOR_2266,Male,40.0,High School or Less,Full-Time,No,Divorced,White,Urban
2020,Health and Hospitals Corporation,Milagros Flowers,7000.0,Health Services,In-Kind Donation,DONOR_2267,Female,36.0,College,Full-Time,Yes,Divorced,Other,Urban
2020,Health and Hospitals Corporation,Mara Viggiano,7400.0,Health Services,In-Kind Donation,DONOR_2268,Male,22.0,College,Full-Time,Yes,Divorced,Asian,Suburban
2020,Health and Hospitals Corporation,Lori Davis West,7480.0,Health Services,In-Kind Donation,DONOR_2269,Female,25.0,Doctorate,Full-Time,No,Single,White,Suburban
2020,Health and Hospitals Corporation,Gayle King,7700.0,Health Services,In-Kind Donation,DONOR_2270,Female,41.0,College,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Greater Harlem Chamber of Commerce,8000.0,Health Services,In-Kind Donation,DONOR_2271,Female,27.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Josie Maran,8000.0,Health Services,In-Kind Donation,DONOR_2272,Male,19.0,High School or Less,Full-Time,Yes,Single,Asian,Rural
2020,Health and Hospitals Corporation,EZcater,8505.0,Health Services,In-Kind Donation,DONOR_2273,Female,37.0,Doctorate,Full-Time,Yes,Married,Black or African American,Rural
2020,Health and Hospitals Corporation,Friends of Harlem Hosptial Center,8800.0,Health Services,In-Kind Donation,DONOR_2274,Male,40.0,College,Full-Time,Yes,Single,Hispanic or Latino,Rural
2020,Health and Hospitals Corporation,Served Natural,9000.0,Health Services,In-Kind Donation,DONOR_2275,Male,45.0,College,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Verrazzano Fellowship,9050.0,Health Services,In-Kind Donation,DONOR_2276,Female,19.0,College,Full-Time,Yes,Married,Black or African American,Suburban
2020,Health and Hospitals Corporation,In My Scurbs,9600.0,Health Services,In-Kind Donation,DONOR_2277,Female,26.0,High School or Less,Full-Time,Yes,Single,White,Suburban
2020,Health and Hospitals Corporation,Knights of Pythias,11587.0,Health Services,In-Kind Donation,DONOR_2278,Female,44.0,College,Full-Time,No,Married,White,Urban
2020,Health and Hospitals Corporation,J-Mart Supermarket,12500.0,Health Services,In-Kind Donation,DONOR_2279,Female,24.0,High School or Less,Full-Time,Yes,Widowed,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,Next Jump,13279.0,Health Services,In-Kind Donation,DONOR_2280,Male,20.0,College,Part-Time,No,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,NYU School of Medicine,13365.0,Health Services,In-Kind Donation,DONOR_2281,Male,28.0,College,Full-Time,No,Married,White,Urban
2020,Health and Hospitals Corporation,Jacquet North America Corp (Belgian Waffles),14000.0,Health Services,In-Kind Donation,DONOR_2282,Female,41.0,Masters Level,Full-Time,Yes,Single,White,Urban
2020,Health and Hospitals Corporation,Dylan Ashbrook (50 iPads),14407.5,Health Services,In-Kind Donation,DONOR_2283,Female,59.0,College,Full-Time,Yes,Divorced,White,Suburban
2020,Health and Hospitals Corporation,Zuru Toys,15000.0,Health Services,In-Kind Donation,DONOR_2284,Male,19.0,College,Full-Time,Yes,Single,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,GoGo Squeez,15360.0,Health Services,In-Kind Donation,DONOR_2285,Female,28.0,Masters Level,Full-Time,Yes,Divorced,White,Urban
2020,Health and Hospitals Corporation,CBS News,15800.0,Health Services,In-Kind Donation,DONOR_2286,Male,35.0,College,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Gordon Industries Ltd.,15962.0,Health Services,In-Kind Donation,DONOR_2287,Female,29.0,High School or Less,Full-Time,No,Married,White,Urban
2020,Health and Hospitals Corporation,Unknown,18320.0,Health Services,In-Kind Donation,DONOR_2288,Female,31.0,College,Full-Time,Yes,Single,Asian,Urban
2020,Health and Hospitals Corporation,Sharebite,18534.89,Health Services,In-Kind Donation,DONOR_2289,Male,43.0,College,Full-Time,Yes,Single,White,Urban
2020,Health and Hospitals Corporation,ecoATM (100 iPads),19962.0,Health Services,In-Kind Donation,DONOR_2290,Male,34.0,Masters Level,Full-Time,No,Married,White,Urban
2020,Health and Hospitals Corporation,GrubHub/Fusion Medical (Food Coupon Code),20000.0,Health Services,In-Kind Donation,DONOR_2291,Male,30.0,College,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Pro ACT Produce,20000.0,Health Services,In-Kind Donation,DONOR_2292,Female,52.0,High School or Less,Full-Time,Yes,Married,Black or African American,Suburban
2020,Health and Hospitals Corporation,Proact USA,20000.0,Health Services,In-Kind Donation,DONOR_2293,Female,64.0,College,Full-Time,No,Married,White,Urban
2020,Health and Hospitals Corporation,The Loyola School,20000.0,Health Services,In-Kind Donation,DONOR_2294,Female,26.0,College,Full-Time,Yes,Married,Asian,Urban
2020,Health and Hospitals Corporation,James Meltzer,21240.0,Health Services,In-Kind Donation,DONOR_2295,Male,21.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,LAC-UCS Critical Care Prepardness Task Force,23300.0,Health Services,In-Kind Donation,DONOR_2296,Female,23.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,Frontline Feeds,23700.0,Health Services,In-Kind Donation,DONOR_2297,Female,31.0,College,Full-Time,Yes,Married,Asian,Urban
2020,Health and Hospitals Corporation,Candidate for City Council,25000.0,Health Services,In-Kind Donation,DONOR_2298,Female,26.0,College,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,FieldTrip NYC,25635.0,Health Services,In-Kind Donation,DONOR_2299,Female,24.0,College,Full-Time,Yes,Single,Asian,Urban
2020,Health and Hospitals Corporation,TIKTOK,28750.0,Health Services,In-Kind Donation,DONOR_2300,Female,31.0,High School or Less,Part-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Fusion Medical/GruHub food,30000.0,Health Services,In-Kind Donation,DONOR_2301,Male,24.0,Masters Level,Full-Time,Yes,Widowed,Black or African American,Urban
2020,Health and Hospitals Corporation,Myco Medical Supplies,31070.0,Health Services,In-Kind Donation,DONOR_2302,Female,39.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,Frito Lay,32000.0,Health Services,In-Kind Donation,DONOR_2303,Female,41.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,Nugo Nutrition,38581.92,Health Services,In-Kind Donation,DONOR_2304,Female,34.0,College,Full-Time,Yes,Single,White,Suburban
2020,Health and Hospitals Corporation,Sweetgreen,51000.0,Health Services,In-Kind Donation,DONOR_2305,Male,30.0,High School or Less,Full-Time,Yes,Divorced,White,Urban
2020,Health and Hospitals Corporation,Marc Fisher Footwear/ Easy Spirit,66000.0,Health Services,In-Kind Donation,DONOR_2306,Male,42.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2020,Health and Hospitals Corporation,Butterfield Catering,69685.0,Health Services,In-Kind Donation,DONOR_2307,Female,47.0,College,Full-Time,No,Married,White,Urban
2020,Health and Hospitals Corporation,Girl Scouts of Greater New York City,74400.0,Health Services,In-Kind Donation,DONOR_2308,Female,20.0,High School or Less,Full-Time,Yes,Widowed,White,Urban
2020,Health and Hospitals Corporation,Elizabeth Arden,99000.0,Health Services,In-Kind Donation,DONOR_2309,Female,38.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Metroplus,100000.0,Health Services,In-Kind Donation,DONOR_2310,Female,19.0,College,Full-Time,Yes,Single,Asian,Urban
2020,Health and Hospitals Corporation,Manhattan Borough President,115000.0,Health Services,In-Kind Donation,DONOR_2311,Female,39.0,High School or Less,Full-Time,Yes,Single,White,Urban
2020,Health and Hospitals Corporation,WB Mason Keurig bundle (11 sites),125000.0,Health Services,In-Kind Donation,DONOR_2312,Female,54.0,College,Full-Time,Yes,Married,White,Suburban
2020,Health and Hospitals Corporation,Michael Klein -  Project Isaiah,140000.0,Health Services,In-Kind Donation,DONOR_2313,Female,24.0,Doctorate,Full-Time,Yes,Married,Black or African American,Urban
2020,Health and Hospitals Corporation,Electrolit (City Hall),190080.0,Health Services,In-Kind Donation,DONOR_2314,Female,25.0,College,Full-Time,Yes,Single,Other,Urban
2020,Health and Hospitals Corporation,Red Cross/Aramark,199104.0,Health Services,In-Kind Donation,DONOR_2315,Female,42.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,MFTA,200000.0,Health Services,In-Kind Donation,DONOR_2316,Male,32.0,College,Full-Time,Yes,Single,Asian,Rural
2020,Health and Hospitals Corporation,BNY Mellon (iPads),310000.0,Health Services,In-Kind Donation,DONOR_2317,Female,43.0,College,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Aramark,376032.0,Health Services,In-Kind Donation,DONOR_2318,Male,20.0,Masters Level,Part-Time,Yes,Married,Asian,Rural
2020,Health and Hospitals Corporation,Founders Give/Market,444476.0,Health Services,In-Kind Donation,DONOR_2319,Female,26.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Uber Eats (City Hall),457865.0,Health Services,In-Kind Donation,DONOR_2320,Female,40.0,College,Full-Time,Yes,Single,Other,Urban
2020,Health and Hospitals Corporation,"Cellex, INC Anitbody Test Kit",1100000.0,Health Services,In-Kind Donation,DONOR_2321,Female,21.0,High School or Less,Full-Time,Yes,Single,Hispanic or Latino,Urban
2020,Health and Hospitals Corporation,"Clinique Laboratories, LLC",1538757.65,Health Services,In-Kind Donation,DONOR_2322,Female,23.0,College,Full-Time,Yes,Married,White,Urban
2020,Health and Hospitals Corporation,Girl Scouts of America,2306336.0,Health Services,In-Kind Donation,DONOR_2323,Female,18.0,College,Full-Time,Yes,Single,White,Urban
2020,Health and Hospitals Corporation,JetBlue 5000 at $500,2500000.0,Health Services,In-Kind Donation,DONOR_2324,Female,31.0,College,Full-Time,Yes,Married,Black or African American,Urban
2020,Health and Hospitals Corporation,World Center Kitchen/Bloomberg Foundation,6000000.0,Health Services,In-Kind Donation,DONOR_2325,Female,32.0,College,Full-Time,Yes,Divorced,White,Urban
2020,Health and Hospitals Corporation,Rayma Sampath,10300.0,Health Services,Monetary Donation,DONOR_2326,Male,62.0,College,Full-Time,Yes,Married,Asian,Urban
2020,Health and Hospitals Corporation,Nelson Schwartz,24589.0,Health Services,Monetary Donation,DONOR_2327,Female,40.0,Masters Level,Full-Time,No,Married,White,Urban
2020,Health and Hospitals Corporation,Unknown,42378.0,Health Services,Monetary Donation,DONOR_2288,Female,31.0,College,Full-Time,Yes,Single,Asian,Urban
2020,Health and Mental Hygiene (Department of),USDA,0.0,Health Services,In-Kind Donation,DONOR_1216,Male,45.0,Masters Level,Full-Time,Yes,Married,White,Suburban
2020,Health and Mental Hygiene (Department of),Baby2Baby,0.0,Health Services,In-Kind Donation,DONOR_2328,Female,41.0,College,Full-Time,No,Single,White,Suburban
2020,Homeless Services (Department of),UNIQLO,16584.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2329,Female,18.0,High School or Less,Full-Time,Yes,Married,White,Urban
2020,Homeless Services (Department of),UNIQLO,34296.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2329,Female,18.0,High School or Less,Full-Time,Yes,Married,White,Urban
2020,Homeless Services (Department of),TARGET,8353.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2330,Female,35.0,High School or Less,Full-Time,Yes,Widowed,Hispanic or Latino,Suburban
2020,Homeless Services (Department of),Blue Bloods,6500.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2331,Male,38.0,College,Part-Time,Yes,Single,White,Suburban
2020,Homeless Services (Department of),Metropolitan Museum Met Store,83649.01,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2332,Female,26.0,Masters Level,Part-Time,Yes,Married,Hispanic or Latino,Suburban
2020,Homeless Services (Department of),Book Fairies and Gateway,11000.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2333,Female,43.0,High School or Less,Part-Time,Yes,Single,Hispanic or Latino,Urban
2020,Homeless Services (Department of),Fred Hayes Foundation,9350.0,Homess and Social Services and Childrens Services,Monetary Donation,DONOR_2334,Male,45.0,College,Full-Time,Yes,Single,White,Rural
2020,Homeless Services (Department of),Volunteers of America,418150.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2335,Female,57.0,College,Full-Time,Yes,Married,White,Urban
2020,Homeless Services (Department of),Materials for the Arts,10000.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_1278,Male,26.0,High School or Less,Full-Time,Yes,Married,White,Urban
2020,Homeless Services (Department of),Jet Blue,26600.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2336,Female,34.0,High School or Less,Part-Time,Yes,Married,White,Urban
2020,Homeless Services (Department of),"Chan Meditation Center, Qns,
NY/Foundation:  Dharma Drum Mountain
Buddhist Association (DDMBA)",45000.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2337,Female,61.0,College,Full-Time,Yes,Widowed,Black or African American,Urban
2020,Homeless Services (Department of),"Dharma Drum Mountain Social Welfare
and Charity Foundation",42540.5,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2338,Female,37.0,Masters Level,Part-Time,Yes,Single,White,Urban
2020,Homeless Services (Department of),Helmsley Charitable Trust,34200.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2339,Female,35.0,College,Full-Time,Yes,Married,White,Suburban
2020,Homeless Services (Department of),Steelecanvas.com,5000.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2340,Female,59.0,College,Full-Time,No,Divorced,White,Urban
2020,Homeless Services (Department of),Para Docs,200250.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2341,Male,35.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Homeless Services (Department of),Bombas,62500.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2342,Male,25.0,High School or Less,Full-Time,No,Divorced,White,Suburban
2020,Homeless Services (Department of),AIG,10200.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2343,Female,28.0,College,Part-Time,Yes,Single,White,Urban
2020,Homeless Services (Department of),Kamedis,28160.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2344,Male,50.0,College,Full-Time,Yes,Married,White,Rural
2020,Homeless Services (Department of),Perrigo,32736.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_1394,Female,36.0,High School or Less,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Housing Authority,DCAS- Hand Sanitizer 16 oz,75492.0,Housing and Development,In-Kind Donation,DONOR_2345,Male,18.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Housing Authority,DCAS- Respirator/KN95,157500.0,Housing and Development,In-Kind Donation,DONOR_2346,Female,49.0,High School or Less,Part-Time,No,Married,White,Urban
2020,Housing Authority,DCAS- Hand Sanitizer 8 oz,2256834.72,Housing and Development,In-Kind Donation,DONOR_2347,Female,32.0,College,Full-Time,No,Married,White,Urban
2020,Housing Authority,DCAS- Gloves,25200.0,Housing and Development,In-Kind Donation,DONOR_2348,Female,40.0,High School or Less,Full-Time,Yes,Married,White,Suburban
2020,Housing Authority,DCAS- Masks,16965.0,Housing and Development,In-Kind Donation,DONOR_2349,Female,45.0,High School or Less,Full-Time,Yes,Married,White,Urban
2020,Housing Authority,DCAS- Face Shields,175000.0,Housing and Development,In-Kind Donation,DONOR_2350,Male,37.0,College,Full-Time,Yes,Married,White,Urban
2020,Housing Authority,YMF Carpets- Cloth Masks,41300.0,Housing and Development,In-Kind Donation,DONOR_2351,Female,19.0,College,Full-Time,Yes,Married,White,Urban
2020,Housing Authority,Assure Global LLC- Respirator/KN95,56250.0,Housing and Development,In-Kind Donation,DONOR_2352,Female,20.0,Doctorate,Full-Time,Yes,Married,White,Rural
2020,Housing Authority,Assure Global LLC- 3 Ply Masks,13500.0,Housing and Development,In-Kind Donation,DONOR_2353,Male,32.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Housing Authority,National Book Foundation,0.0,Housing and Development,Other,DONOR_2354,Female,31.0,College,Full-Time,Yes,Single,Black or African American,Urban
2020,Housing Authority,College & Community Fellowship (CCF),5000.0,Housing and Development,Monetary Donation,DONOR_2355,Female,42.0,College,Full-Time,Yes,Married,Hispanic or Latino,Urban
2020,Housing Authority,Avondale Home Care,300.0,Housing and Development,Other,DONOR_2356,Male,18.0,High School or Less,Full-Time,Yes,Widowed,White,Urban
2020,Housing Preservation and Development (Department of),New York State Association for Affordable Housing,9650.0,Housing and Development,In-Kind Donation,DONOR_1103,Female,39.0,High School or Less,Full-Time,Yes,Single,White,Urban
2020,HRA/DHS,Trinity Church Wall Street,8353.0,Other,In-Kind Donation,DONOR_2357,Female,54.0,College,Full-Time,No,Married,Asian,Urban
2020,Human Resources Administration,Levis Strauss & Co,47250.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2358,Male,43.0,College,Full-Time,Yes,Married,White,Suburban
2020,Human Resources Administration,Edgewell Personal Care,16500.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2359,Female,18.0,College,Full-Time,No,Married,White,Rural
2020,Human Resources Administration,The Walt Disney Company,0.0,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2360,Female,41.0,Masters Level,Full-Time,Yes,Divorced,Other,Urban
2020,Human Resources Administration,Trinity Church Wall Street,44329.74,Homess and Social Services and Childrens Services,In-Kind Donation,DONOR_2357,Female,54.0,College,Full-Time,No,Married,Asian,Urban
2020,Information Technology and Telecommunications (Department of),SendGrid,12000.0,Technology and Innovation,In-Kind Donation,DONOR_2361,Female,21.0,College,Full-Time,Yes,Single,White,Urban
2020,Landmarks Preservation Commission,Durst Organization and DOLP 114 Properties II LLC,0.0,Environmental Services,In-Kind Donation,DONOR_2362,Female,22.0,College,Full-Time,Yes,Married,White,Rural
2020,Law Department,Arnold & Porter LLP,166059.5,Legal and Law,In-Kind Donation,DONOR_2363,Male,49.0,High School or Less,Full-Time,Yes,Single,White,Urban
2020,Law Department,BakerHostetler,79827.5,Legal and Law,In-Kind Donation,DONOR_2364,Male,34.0,College,Full-Time,Yes,Married,White,Urban
2020,Law Department,Cleary Gottlieb Steen & Hamilton LLP,269500.0,Legal and Law,In-Kind Donation,DONOR_2365,Male,20.0,High School or Less,Full-Time,Yes,Married,White,Suburban
2020,Law Department,"Curtis, Mallet-Prevost, Colt & Mosle LLP",12626.25,Legal and Law,In-Kind Donation,DONOR_2366,Female,35.0,Masters Level,Full-Time,Yes,Married,Asian,Rural
2020,Law Department,Debevoise & Plimpton LLP,302372.0,Legal and Law,In-Kind Donation,DONOR_2367,Female,59.0,College,Full-Time,Yes,Married,White,Urban
2020,Law Department,Hughes Hubbard & Reed LLP,81349.5,Legal and Law,In-Kind Donation,DONOR_2368,Female,42.0,Masters Level,Full-Time,Yes,Single,Asian,Urban
2020,Law Department,Kramer Levin Naftalis & Frankel LLP,237030.0,Legal and Law,In-Kind Donation,DONOR_2369,Female,60.0,College,Full-Time,Yes,Married,White,Urban
2020,Law Department,MoloLampken LLC,31427.5,Legal and Law,In-Kind Donation,DONOR_2370,Female,27.0,Masters Level,Part-Time,Yes,Married,Asian,Urban
2020,Law Department,Norton Rose Fulbright US LLP,38200.0,Legal and Law,In-Kind Donation,DONOR_2371,Female,59.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Law Department,O’Melveny & Myers LLP,38000.0,Legal and Law,In-Kind Donation,DONOR_2372,Female,24.0,High School or Less,Full-Time,No,Married,Hispanic or Latino,Urban
2020,Law Department,Patterson Belknap Webb & Tyler LLP,184864.33,Legal and Law,In-Kind Donation,DONOR_2373,Female,44.0,College,Part-Time,Yes,Married,Hispanic or Latino,Urban
2020,Law Department,Proskauer,111476.25,Legal and Law,In-Kind Donation,DONOR_2374,Female,36.0,College,Unemployed,Yes,Married,White,Suburban
2020,Law Department,Seyfarth Shaw LLP,48121.5,Legal and Law,In-Kind Donation,DONOR_2375,Male,28.0,College,Full-Time,Yes,Married,White,Urban
2020,Law Department,"Weil, Gotshal & Manges LLP",126990.0,Legal and Law,In-Kind Donation,DONOR_2376,Male,36.0,College,Full-Time,No,Married,White,Urban
2020,Law Department,"Samantha Peltz (volunteer law school graduate, funded by Yale Law School)",36789.5,Legal and Law,In-Kind Donation,DONOR_2377,Male,37.0,College,Full-Time,No,Married,Black or African American,Urban
2020,Mayor's Office,Cuebiq,120000.0,City Leadership,In-Kind Donation,DONOR_2378,Female,29.0,College,Full-Time,No,Single,Black or African American,Urban
2020,Mayor's Office,Kinsa,2045120.0,City Leadership,In-Kind Donation,DONOR_2379,Male,38.0,College,Full-Time,Yes,Married,Black or African American,Urban
2020,Mayor's Office,Mastercard,26250.0,City Leadership,In-Kind Donation,DONOR_2380,Female,36.0,College,Full-Time,No,Married,White,Urban
2020,Mayor's Office,Urban Systems Lab,20000.0,City Leadership,In-Kind Donation,DONOR_2381,Female,26.0,High School or Less,Part-Time,Yes,Married,White,Urban
2020,Parks and Recreation (Department of),1st Ave Machine USA,5000.0,Parks and Recreation,Monetary Donation,DONOR_2382,Male,59.0,College,Full-Time,No,Divorced,White,Urban
2020,Parks and Recreation (Department of),American Battle Monuments Commission,12000.0,Parks and Recreation,Monetary Donation,DONOR_2383,Male,41.0,College,Full-Time,Yes,Single,White,Urban
2020,Parks and Recreation (Department of),Anthem Inc,50000.0,Parks and Recreation,Monetary Donation,DONOR_2384,Female,29.0,College,Full-Time,No,Married,Asian,Urban
2020,Parks and Recreation (Department of),Bike Rent NYC,7125.0,Parks and Recreation,In-Kind Donation,DONOR_2385,Male,18.0,College,Full-Time,Yes,Married,Black or African American,Urban
2020,Parks and Recreation (Department of),Biobags USA,5564.68,Parks and Recreation,In-Kind Donation,DONOR_2386,Female,32.0,Masters Level,Full-Time,Yes,Married,White,Urban
2020,Parks and Recreation (Department of),Bronx River Alliance,51890.16,Parks and Recreation,Monetary Donation,DONOR_2387,Male,33.0,College,Unemployed,Yes,Married,White,Urban
2020,Parks and Recreation (Department of),Cabot Creamery,15585.0,Parks and Recreation,Monetary Donation,DONOR_2388,Female,27.0,High School or Less,Unemployed,Yes,Married,White,Urban
2020,Parks and Recreation (Department of),Central Park Conservancy,90064.0,Parks and Recreation,Monetary Donation,DONOR_2389,Male,22.0,College,Full-Time,Yes,Married,White,Urban
2020,Parks and Recreation (Department of),City Parks Foundation,619339.28,Parks and Recreation,Monetary Donation,DONOR_2390,Female,30.0,College,Full-Time,Yes,Married,White,Suburban
2020,Parks and Recreation (Department of),Clif,14590.0,Parks and Recreation,In-Kind Donation,DONOR_2391,Male,49.0,College,Full-Time,Yes,Married,Black or African American,Urban
2020,Parks and Recreation (Department of),Disney,30000.0,Parks and Recreation,Monetary Donation,DONOR_1135,Female,19.0,High School or Less,Unemployed,Yes,Married,Black or African American,Urban
2020,Parks and Recreation (Department of),Ellen & Paul Watchel,5000.0,Parks and Recreation,Monetary Donation,DONOR_2392,Female,18.0,Masters Level,Full-Time,Yes,Married,Asian,Urban
